#misspelt	corrected	error-category
كارشناشي	كارشناسي	1
كاركردهي	كار كرده اي	0
كاركنانس	كاركنانش	1
كاركند	كار كند	2
كارمنتدان	كارمندان	1
كارمندا	كارمندان	1
كارهيا	كارهای	3
كاریران	كاربران	1
كازآيي	كارآيي	1
كازبران	كاربران	1
كاشكاري	كاشيكاري	1
كاقذ	كاغذ	1
كالبدشكافي	كالبد شكافي	2
كالملا	كاملا	1
كاملا‌تميز	كاملا ‌تميز	2
كاملن	كاملا	1
كامپوتر	كامپیوتر	1
كامپيوترر	كامپيوتر	1
كانلا	كاملا	1
كانوليك	كاتوليك	1
كاهاى	كارهاى	1
كاياب	كامياب	1
كبلوگرم	كیلوگرم	1
كبه	كعبه	1
كتابحانه	كتابخانه	1
كتاهترين	كوتاهترين	1
كتد	كند	1
كتوني	كنوني	1
كثيربي	كثيري	1
كحن	كهن	1
كخه	كه	1
كد ام	كدام	0
كدبيت	كد بيت	2
كدره	كرده	3
كدك	كودك	1
كدم	كدام	1
كدن	كردن	1
كدند	كردند	1
كده	كرده	1
كدوزت	كدورت	1
كذ	كد	1
كراهاي	كارهاي	3
كربر	كاربر	1
كردت	كردن	1
كردخنديد	كرد خنديد	2
كردكه	كرد كه	2
كرده‏انمذهب	كرده‏اند مذهب	2
كرذن	كردن	1
كرمانشان	كرمانشاه	1
كرمتم	كرمان	0
كرمتم	کرمان	1
كرن	كردن	1
كرن	کردن	1
كروس	كورس	3
كريستالهيا	کریستالها یا	0
كسمكش	كشمكش	1
كسور	كشور	1
كسورمان	كشورمان	1
كشئر	كشور	1
كشاروزي	كشاورزي	3
كشاوري	كشاورزي	1
كشاوزرزان	كشاورزان	1
كشسيدن	كشيدن	1
كشنمير	كشمير	1
كشوردر	كشور در	2
كشورمنطقه	كشور منطقه	2
كشورمهم	كشور مهم	2
كشورو	كشور و	2
كشوروهاي	كشورهاي	1
كشیبدم	كشیدم	1
كفشور	كف شور	2
ككارايي	كارايي	1
كلرايي	كارايي	1
كلشي	كاشي	1
كللي	كلي	1
كلليه	كليه	1
كمباشد	كم باشد	2
كمبين	كمين	1
كميسيبون	كميسيون	1
كنتري	کمتری	1
كنتزل	كنترل	1
كندم	گندم	1
كننداي	كننده اي	0
كنندكه	كنند كه	2
كنندکاني	کنندگاني	1
كنندگاه	كنندگان	1
كننذ	كنند	1
كننند	كنند	1
كنيند	كنيد	1
كنکره	كنگره	1
كهاينهمه	كه اينهمه	2
كهبا	كه با	2
كهدر	كه در	2
كههر	كه هر	2
كههم	كه هم	2
كهيك	كه يك	2
كوئيت	كويت	1
كوالر	كولر	1
كواه	كوتاه	1
كوتاترين	كوتاهترين	1
كوتاهیي	كوتاهي	1
كوتناه	كوتاه	1
كوجكترين	كوچكترين	1
كوحكترين	كوچكترين	1
كوخكتر	كوچكتر	1
كوچكتين	كوچكترين	1
كچسول	كپسول	1
كچك	كوچك	1
كچي	كپي	1
لااغل	لااقل	1
لاالقل	لااقل	1
لابته	البته	1
لابن	لاین	1
لابيهاي	لابي هاي	1
لابیي	لابي	1
لارزم	لازم	1
لاشند	باشند	1
لاعري	لاغري	1
لام	لازم	1
لاه	لایه	1
لایلاي	لابلاي	1
لبره	لیره	1
لبمان	لبنان	1
لت‏	علت	1
لجستيكسعي	لجستيك سعي	2
لجظه	لحظه	1
لحات	لحظات	1
لحضه	لحظه	1
لحطه	لحظه	1
لخشد	بخشد	1
لخظه	لحظه	1
لذ	لذت	1
لذدا	لذا	1
لذلا	لذا	1
لذنهاى	لذتهاى	1
لراي	براي	1
لزامي	الزامي	1
لست	است	1
لسراييل	اسراييل	1
لطلفت	لطافت	1
لطور	بطور	1
لطييف	لطيف	1
لعو	لغو	1
لغرش	لغزش	1
لفط	لفظ	1
لكهها	لكه ها	2
لكههاي	لكه هاي	2
لهبود	بهبود	1
لهن	لحن	1
لواله‌ي	لوله‌ي	1
لود	بود	1
ليبستي	ليستي	1
لگنت	لکنت	1
م تفاوت	متفاوت	0
م وقعيت	موقعيت	0
ما نده	مانده	0
مااشاره	ما اشاره	2
ماتع	مانع	1
ماثه	ماسه	1
ماجعت	مراجعت	1
ماداي	ماده‌اي	1
مادرن	مادران	1
مادرنگاهي	مادر نگاهي	2
مادريید	مادريد	1
مارديد	مادريد	3
مارندران	مازندران	1
مازاياي	مزاياي	1
مازيك	ماژيك	1
مازيمیم	ماکزيمم	0
ماسين	ماشين	1
مالبات	مالیات	1
مالكبن	مالكین	1
مالل	مال	1
مالگيت	مالکيت	1
مانئر	مانور	1
ماننند	مانند	1
ماهرارنه	ماهرانه	1
ماهوراه	ماهواره	3
ماورلئ	ماورائ	1
ماي	مالي	1
مايكرسافت	مايكروسافت	1
ماچگونه	ما چگونه	2
مای	های	1
مبادذلات	مبادلات	1
مباذله	مبادله	1
مبان	میان	1
مبحص	مبحث	1
مبخث	مبحث	1
مبداع	مبداء	1
مبطلا	مبتلا	1
مبلافزايد	مبلغ فزاید	0
مبلع	مبلغ	1
مبله	میله	1
مبن	مین	1
مبنتني	مبتني	1
مبهمتد	مبهمند	1
متادي	مادي	1
متتحدي	متحدي	1
متثل	متصل	1
متجر	منجر	1
متجولي	متحولي	1
متحترک	متحرک	1
متحدالركز	متحدالمركز	1
متخدالمركزي	متحدالمركزي	1
متخدان	متحدان	1
متخصاصان	متخصصان	1
متخصیصين	متخصصين	1
مترح	مطرح	1
متسرفات	متصرفات	1
متسل	متصل	1
متشترك	مشترك	1
متشل	متشکل	1
متعازف	متعارف	1
متعافبا	متعاقبا	1
متعلفق	متعلق	1
متعللق	متعلق	1
متغبیير	متغیير	1
متغدد	متعدد	1
متغي	متقي	1
متفاورت	متفاوت	1
متفزق	متفرق	1
متقاضيیان	متقاضیان	1
متقاعدساختن	متقاعد ساختن	2
متقاوت	متفاوت	1
متقد	معتقد	1
متمتادي	متمادي	1
متمرگز	متمرکز	1
متمزكر	متمركز	1
متمعن	مطمئن	0
متناسیب	متناسب	1
متنقل	منتقل	1
مته اثر	متاثر	0
متهد	متحد	1
متواد	متولد	1
متودهاي	متدهاي	1
متوصل	متوسل	1
مثاللهايي	مثالهايي	1
مثتمر	مستمر	1
مثلي	مثل	1
مثیتي	مثبتي	1
مجببور	مجبور	1
مجبو	مجبور	1
مجتويات	محتويات	1
مجددابسته	مجددا بسته	1
مجدود	محدود	1
مجدوده	محدوده	1
مجردد	مجرد	1
مجروححان	مجروحان	1
مجزيه	مجريه	1
مجصول	محصول	1
مجموتعه	مجموعه	1
مجود	موجود	1
مجور	مجوز	1
مجورز	مجوز	1
مجوزهي	مجوزهاي	1
مجیور	مجبور	1
محاجم	مهاجم	1
محارد	مهارت	0
محازي	مجازي	1
محاسیه	محاسبه	1
محاصزه	محاصره	1
محافضت	محافظت	1
محاقظت	محافظت	1
محاقل	محافل	1
محالي	محلي	1
محباسبه	محاسبه	1
محبط	محیط	1
محبور	مجبور	1
محترك	متحرك	1
محتملن	محتملا	1
محخصوصا	مخصوصا	1
محخلي	محلي	1
محدد	مجدد	1
محددو	محدود	3
محده	متحده	1
محدود ه	محدوده	0
محدودد	محدود	1
محدودكننده	محدود كننده	2
محدووده	محدوده	1
محذرات	محذورات	1
محرري	محوري	1
محرومنرين	محرومترين	1
محسول	محصول	1
محشوب	محسوب	1
محصوالات	محصولات	1
محصوللاتي	محصولاتي	1
محض ح	محض	0
محضرت	حضرت	1
محقظه‌اي	محفظه‌اي	1
محققق	محقق	1
محلت	مهلت	1
محلس	مجلس	1
محلوظ	محفوظ	1
محمع	مجمع	1
محممد	محمد	1
محموعه	مجموعه	1
محود	محدود	1
محوي	نحوي	1
محيطاي	محيطهاي	1
مخاتب	مخاطب	1
مخارح	مخارج	1
مخافل	محافل	1
مخالق	مخالف	1
مختاف	مختلف	1
مختالف	مختلف	1
مختسر	مختصر	1
مختسري	مختصري	1
مختف	مختلف	1
مختلتفي	مختلفي	1
مخزب	مخرب	1
مخقي	مخفي	1
مخل	محل	1
مخلرج	مخارج	1
مخللوقات	مخلوقات	1
مخلي	محلي	1
مخنلف	مختلف	1
مخواا	مخواه	1
مخيط	محيط	1
مدبره	مدیره	1
مدتني	مدتي	1
مدتهااست	مدتها است	2
مدردن	مدرن	1
مدرم	مدام	1
مدريت	مدیریت	1
مدزك	مدرك	1
مدزن	مدرن	1
مدسه	مدرسه	1
مدن	مدت	1
مدن	مدرن	1
مذلكره	مذاكره	1
مذيون	مديون	1
مذگور	مذکور	1
مر دم	مردم	0
مراجغين	مراجعين	1
مراجل	مراحل	1
مرادف	مترادف	1
مراس	مارس	3
مراكر	مراكز	1
مراياري	مرا ياري	2
مربط	مربوط	1
مربوت	مربوط	1
مربور	مزبور	1
مربوطبه	مربوط به	2
مربوظ	مربوط	1
مرت	مرتب	1
مرتبن	مرتبا	1
مرتگب	مرتکب	1
مرثر	موثر	1
مرحاله	مرحله	1
مرحلله	مرحله	1
مرخس	مرخص	1
مردرم	مردم	1
مردمو	مردم و	2
مرذه	مرده	1
مررور	مرور	1
مرزبا	مرز با	2
مرك	مرگ	1
مركر	مركز	1
مرلوط	مربوط	1
مرم	مردم	1
مرمن	مزمن	1
مرنب	مرتب	1
مرنبط	مرتبط	1
مرنت	مرمت	1
مروخان	مورخان	3
مرود	مورد	3
مرورزمان	مرور زمان	2
مريت	مزيت	1
مرکبار	مرگبار	1
مرکم	مرگم	1
مرگر	مرگ	1
مرگزي	مرکزي	1
مریوط	مربوط	1
مزارغ	مزارع	1
مزاعي	مزارعي	1
مزان	میزان	1
مزايي	مزایايي	1
مزبعي	مربعي	1
مزبو ر	مزبور	1
مزر	مرز	3
مزرهاي	مرزهاي	3
مزي	مرزي	1
مزياي	مزاياي	1
مسئوول	مسئول	1
مسئوولبت	مسئوولیت	1
مساحد	مساجد	1
مساعدن	مساعدت	1
مساليل	مسايل	1
مسايلل	مسايل	1
مستئقلي	مستقلي	1
مسترك	مشترك	1
مستسني	مستثني	1
مسخص	مشخص	1
مسر	مصر	1
مسر	میسر	1
مسرل	مرسل	1
مسسه	موسسه	1
مسشكلاتي	مشكلاتي	1
مسكلاتشان	مشكلاتشان	1
مسكنتي	مسكني	1
مسلمات	مسلمان	1
مسلمتان	مسلمان	1
مسلمنانان	مسلمانان	1
مسليل	مسايل	1
مسنضعفين	مستضعفين	1
مسنقل	مستقل	1
مسنقلي	مستقلي	1
مسهود	مشهود	1
مسهور	مشهور	1
مسوق	مشوق	1
مسول	مسئول	1
مسولتی	مسولیت	3
مسوولان	مسئولان	1
مسيرباب	مسيریاب	1
مسيرح	مسيح	1
مشاعد	مساعد	1
مشاهبهي	مشابهي	1
مشاهذه	مشاهده	1
مشتربهايم	مشتریهايم	1
مشتردد	مشدد	0
مشتزك	مشترك	1
مشتقل	مستقل	1
مشتندات	مستندات	1
مشحور	مشهور	1
مشخ	مشخص	1
مشخحصي	مشخصي	1
مشخخص	مشخص	1
مشخصشد	مشخص شد	2
مشخهصه	مشخصه	1
مشر ف	مشرف	0
مشروعت	مشروعیت	1
مشعول	مشغول	1
مشكلانتي	مشكلاتي	1
مشكلدار	مشكل دار	2
مشكل‌آفريبن	مشكل‌آفرين	1
مشل	مشکل	1
مشنترك	مشترك	1
مشهرو	مشهور	3
مشود	میشود	1
مشکا	مشکل	1
مصاحخبه	مصاحبه	1
مصححاضافه	مصحح اضافه	2
مصحول	محصول	3
مصداغ	مصداق	1
مصنوغي	مصنوعي	1
مصيببت	مصيبت	1
مضوع	موضوع	1
مطاالبه‌ي	مطالبه‌ي	1
مطالع	مطالعه	1
مطالغات	مطالعات	1
مطالوب	مطلوب	1
مطبوئعات	مطبوعات	1
مطحرک	متحرک	1
مطذح	مطرح	1
مطقه	منطقه	1
مطلبو	مطلوب	1
مطلبوب	مطلوب	1
مطلغ	مطلق	1
مطلوعات	مطبوعات	1
مطمئا	مطمئن	1
مطمئی	مطمئن	1
مطولبيت	مطلوبيت	3
مظمئن	مطمئن	1
معابیر	معابر	1
معاذن	معادن	1
معاصرر	معاصر	1
معالملات	معاملات	1
معامبه	معامله	1
معتا	معنا	1
معتر	معتبر	1
معترصان	معترضان	1
معتغدند	معتقدند	1
معتفد	معتقد	1
معتقلدند	معتقدند	1
معتوف	معطوف	1
معدتي	معدني	1
معدنبي	معدني	1
معرب	مغرب	1
معرز	معرض	1
معرورف	معررف	1
معزور	معذور	1
معشوقخ	معشوقه	1
معطفي	مصطفی	1
مععنايي	معنايي	1
معملا	معمولا	1
معمور	مامور	1
معمورم	مامورم	1
معورف	معروف	3
معولا	معمولا	1
مغجزه اي	معجزه اي	1
مفام	مقام	1
مفامات	مقامات	1
مفدر	مقدر	1
مفدرات	مقدرات	1
مفررات	مقررات	1
مفرون	مقرون	1
مفسل	مفصل	1
مفصرين	مفسرين	1
مقا مات	مقامات	0
مقادبر	مقادیر	1
مقار	مقدار	1
مقال	مثال	1
مقال	مقابل	1
مقایل	مقابل	1
مقبلو	مقبول	3
مقتصاي	مقتضاي	1
مقثصد	مقصد	1
مقد	مقصد	1
مقداركل	مقدار كل	2
مقدرا	مقدار	3
مقذس	مقدس	1
مقرات	مقررات	1
مقعيت	موقعيت	1
مقم	مقام	1
مقنتضاي	مقتضاي	1
مقوتا	موقتا	3
مقیول	مقبول	1
مكاشقات	مكاشفات	1
مكانبيزم	مكانيزم	1
مكانهيي	مكانهايي	1
مكانيمزم	مكانيزم	1
مكبده	مكیده	1
مكبل	مكیل	1
مكتانيزم	مكانيزم	1
مكررر	مكرر	1
مكن	ممكن	1
مكنا	مکان	3
ملاحضه	ملاحظه	1
ملاحظلات	ملاحظات	1
ملادى	میلادى	1
ملظم	ملزم	1
مللي	ملي	1
ملهق	ملحق	1
ملهقات	ملحقات	1
ملکت	مملکت	1
ممتنازي	ممتازي	1
ممتنغ	ممتنع	1
ممدام	مدام	1
ممرمت	مرمت	1
ممكنته	ممكنه	1
ممنكن	ممكن	1
ممهم	مهم	1
ممهمترين	مهمترين	1
ممککن	ممکن	1
مناتق	مناطق	1
مناسلي	مناسبي	1
مناسیبات	مناسبات	1
مناطغ	مناطق	1
مناطقشهري	مناطق شهري	2
منافغ	منافع	1
منافه	منافع	1
مناقع	منافع	1
منال	مثال	1
منالع	منابع	1
منباشه	من باشه	2
منتاطق	مناطق	1
منتافع	منافع	1
منتبق	منطبق	1
منتسر	منتشر	1
منتشز	منتشر	1
منتعارف	متعارف	1
منتغل	منتقل	1
منتنقل	منتقل	1
منحخصر	منحصر	1
منحسر	منحصر	1
منحصرن	منحصرا	1
منخحصر	منحصر	1
منر	متر	1
منرل	منزل	1
منروي	منزوي	1
منسچم	منسجم	1
منشغب	منشعب	1
منطور	منظور	1
منظنور	منظور	1
منظوزي	منظوري	1
منعفقده	منعقده	1
منغي	منفي	1
منغيير	متغيير	1
منقاضي	متقاضي	1
منقذهاي	منفذهاي	1
منقي	منفي	1
منكي	متكي	1
منن	من	1
مننزيوما	مننژيوما	1
منهصرا	منحصرا	1
منهم	من هم	2
منهم	مهم	1
منورد	مورد	1
منولي	متولي	1
مهاجان	مهاجمان	1
مهاجرات	مهاجرت	1
مهاحرت	مهاجرت	1
مهترين	مهمترين	1
مهروم	محروم	1
مهعدود	معدود	1
مهعم	مهم	1
مهمتريتن	مهمترين	1
مهمرين	مهمترين	1
مهمنتر	مهمتر	1
مهمنترين	مهمترين	1
مهنسي	مهندسي	1
مهني	مهمي	1
مهول	محول	1
مهي	مهمي	1
مهيلا	مهيا	1
مواتغ	موانع	1
مواجح	مواجه	1
مواخزه	مواخذه	1
مواددرمعرض	مواد در معرض	0
مواذ	مواد	1
موارده	موارد	1
موارذ	موارد	1
مواري	موازي	1
موبهت	موهبت	3
موتحده	متحده	1
موتداول	متداول	1
موتوسط	متوسط	1
موجبشد	موجب شد	2
موجداتي	موجوداتي	1
موجدد	مجدد	1
موجهز	مجهز	1
موجوئد	موجود	1
موجودبت	موجودیت	1
موحب	موجب	1
موحي	موجي	1
موخالفت	مخالفت	1
مود	مورد	1
موداخله	مداخله	1
مودر	مورد	3
مودور	مدور	1
مودير	مدير	1
موربیان	مربیان	1
مورتبط	مرتبط	1
مورتعش	مرتعش	1
موردتركيه	مورد تركيه	2
موردقبول	مورد قبول	2
موردنده	مورد بسنده	0
موردنظر	مورد نظر	2
موردنياز	مورد نياز	2
موردوجود	مورد وجود	2
موردوقايعي	مورد وقايعي	2
مورذ	مورد	1
مورغ	مرغ	1
مورور	مرور	1
موزات	موازات	1
موزي	موازي	1
موسك	موشك	1
موشوم	موسوم	1
موشگكي	موشكي	1
موشگي	موشکي	1
موصرترين	موثرترين	1
موصع‌گيري	موضع‌گيري	1
موضغ	موضع	1
موضوغ	موضوع	1
موطف	موظف	1
موعتقد	معتقد	1
موعتقدند	معتقدند	1
موعين	معين	1
موفتا	موقتا	1
موفقيت‌آمبزي	موفقيت‌آمیزي	1
موفقيت‌اميز	موفقيت‌آميز	1
موقترا	موقت را	2
موقتن	موقتا	1
موقدم	مقدم	1
موقعت	موقعیت	1
مولاحظه	ملاحظه	1
مولرد	موارد	1
مونادی	منادی	1
موناقشات	مناقشات	1
مونتشر	منتشر	1
مونحرف	منحرف	1
مونظم	منظم	1
موهمي	مهمي	1
مويید	موید	1
مىد	می شود	0
مىند	می دهند	0
مى‏ترسماگر	مى‏ترسم اگر	2
مى‏ذانند	مى‏دانند	1
مى‏شور	مى‏شود	1
مى‏پردازيمبارزه	مى‏پردازيم مبارزه	2
مى‏گويرباى	مى‏گويد رباى	0
مي توا ن	مي توان	0
مي د هند	مي دهند	0
مي رشند	مي رسند	1
مي شتوند	مي شنوند	1
مي گشاينید	مي گشايند	1
ميآمد	مي آمد	2
ميآموزند	مي آموزند	2
ميآورد	مي آورد	2
ميآوريم	مي آوريم	2
ميآيد	مي آيد	2
ميات	ميان	1
ميازان	ميزان	1
ميانکين	ميانگين	1
مياین	ميان	1
ميباشد	مي باشد	2
ميباشند	مي باشند	2
ميبافند	مي بافند	1
ميبايد	مي بايد	2
ميبايست	مي بايست	2
ميبايستي	مي بايستي	2
ميبرد	مي برد	2
ميبرند	مي برند	2
ميبندد	مي بندد	2
ميترسيدم	مي ترسيدم	2
ميتوان	مي توان	2
ميتواند	مي تواند	2
ميتوانست	مي توانست	2
ميتوانند	مي توانند	2
ميتوانيد	مي توانيد	2
ميح	ميخ	1
ميخواند	مي خواند	2
ميخواهيد	مي خواهيد	2
ميخورد	مي خورد	2
ميدارد	مي دارد	2
ميدانند	مي دانند	2
ميدانيم	مي دانيم	2
ميدد	مي دهد	0
ميدهد	مي دهد	0
ميدهد	مي دهد	2
ميدهد	مي دهد	3
ميدهند	مي دهند	2
ميدهيم	مي دهيم	2
ميديد	مي ديد	2
ميراثيهودي	ميراث يهودي	1
ميران	ميزان	1
ميربان	ميزبان	1
ميرساند	مي رساند	2
ميرسد	مي رسد	2
ميرفت	مي رفت	2
ميرود	مي رود	2
ميروند	مي روند	2
ميريزند	مي ريزند	2
ميزبا	ميزبان	1
ميزبن	ميزبان	1
ميزد	مي زد	2
ميزرا	ميز را	2
ميزن	ميزان	1
ميزنند	مي زنند	2
ميزنيد	مي زنيد	2
ميزى	آميزى	1
ميزیان	ميزبان	1
ميسازد	مي سازد	2
ميسازند	مي سازند	2
ميسوند	ميشوند	1
ميشد	مي شد	2
ميشد	مي‌شد	1
ميشده	مي شده	2
ميشود	مي شود	2
ميشويند	مي شويند	2
ميفرستند	مي فرستند	2
ميفرمايد	مي فرمايد	2
ميكرد	مي كرد	1
ميكرد	مي كرد	2
ميكردم	مي كردم	2
ميكردند	مي كردند	2
ميكرده	مي كرده	2
ميكرومهايي	میکروبهایی	1
ميكشند	مي كشند	2
ميكنند	مي كنند	2
ميكنيد	مي كنيد	2
ميكنيم	مي كنيم	2
ميلبيونها	ميليونها	1
ميلکرد	ميلگرد	1
ميلیي	ميلي	1
مينزان	ميزان	1
مينمايد	مي نمايد	2
مينمايند	مي نمايند	2
مينمنايد	مي نمايد	2
مينگرند	مي نگرند	2
ميورزد	مي ورزد	2
ميپذيرد	مي پذيرد	2
ميپيمايد	مي پيمايد	2
ميکردد	ميگردد	1
ميگذراند	مي گذراند	2
ميگرد	مي گرد	2
ميگرديد	مي گرديد	2
ميگرفت	مي گرفت	2
ميگرفتند	مي گرفتند	2
ميگرون	ميکرون	1
ميگفت	مي گفت	2
ميگمارد	مي گمارد	2
ميگند	ميكند	1
ميگويد	مي گويد	2
ميگيرد	مي گيرد	2
ميگيرند	مي گيرند	2
مي‌كمد	مي‌كند	1
مچريان	مجريان	1
مگراينكه	مگر اينكه	2
میآموزد	می آموزد	2
میارزه	مبارزه	2
میاشد	می باشد	0
میبارزه	مبارزه	1
میبدل	مبدل	1
میدل	مدل	1
میذهد	مي دهد	0
میران	میزان	1
میكرد	می كرد	2
میكيل	مكيل	1
میني	مبني	1
میيز	میز	1
میکذینند	می گزینند	0
میگذاشتند	می گذاشتند	2
مییابیم	می یابیم	2
م‌باشد	می‌باشد	1
م‌شد	می‌شد	1
م‌كند	میكند	1
ن	آن	1
نأخير	تاخير	2
نأمين	تامين	1
نئشته	نوشته	1
نا مساعد	نامساعد	0
ناارامي	ناآرامي	1
نااشنا	ناآشنا	1
نابش	تابش	1
ناجار	ناچار	1
ناحي	ناجي	1
نادبده	نادیده	1
ناراحتيسش	ناراحتيش	1
نارد	ندارد	1
نارزويي	نارويي	1
نازبها	نازیها	1
ناسي	ناشي	1
ناطر	ناظر	1
ناطي	نقاطي	1
ناقس	ناقص	1
نامتلوب	نامطلوب	1
نامتلوبي	نامطلوبي	1
نامشزوع	نامشروع	1
نامنه	نامه	1
ناميدهشود	ناميده شود	2
ناميه	ناميده	1
ناند	ماند	1
نانوده	نانموده	1
ناه	نه	1
ناهايت	نهايت	1
ناهايي	نهايي	1
ناوکان	ناوگان	1
نايلیون	نايلون	1
ناييد	نماييد	1
ناپدير	ناپذير	1
ناچرا	ناچار	3
ناکزير	ناگزير	1
ناکهاني	ناگهاني	1
ناگهناني	ناگهاني	1
نایود	نابود	1
نباتبت	نباتات	1
نبازي	نیازي	1
نبايداز	نبايد از	2
نبد	نبود	1
نبستند	نیستند	1
نبلاشد	نباشد	1
نتايجه	نتيجه	1
نتباتات	نباتات	1
نتحميل	تحميل	1
نتررسي	نترسي	1
نتظيم	تنظيم	3
نتها	تنها	3
نتوسان	نوسان	1
نتيج	نتيجه	1
نتيهجه	نتيجه	1
نتيچتا	نتيجتا	1
نتيچه	نتيجه	1
نجاد	نجات	1
نجربه‌ي	تجربه‌ي	1
نحت	تحت	1
نحخاعي	نخاعي	1
نحسین	تحسین	1
نحكيم	تحكيم	1
نحول	تحول	1
نخال	نهال	1
نخاهد	نخواهد	1
نخبکان	نخبگان	1
نخستوزير	نخست وزير	2
نخست‌زوير	نخست‌وزير	3
نخشتين	نخستين	1
نخمونه	نمونه	1
نخهال	نهال	1
نخواعد	نخواهد	1
نخواهدبود	نخواهد بود	2
ندادهبود	نداده بود	2
نداسته	نداشته	1
نداش	نداشت	1
ندرارد	ندارد	1
ندرند	ندارند	1
نديك	نزديك	1
نديوي	دنيوي	1
نذارد	ندارد	1
نراش	تراش	1
نراشيدن	تراشيدن	1
نرديكي	نزديكي	1
نرقي	ترقي	1
نرك	ترك	1
نركز	مركز	1
نركي	تركي	1
نركيه	تركيه	1
نزدبك	نزدیك	1
نزديكب	نزديكی	1
نزديكیي	نزديكي	1
نزرد	نزد	1
نزوزل	نزول	1
نزيك	نزديك	1
نساحي	نساجي	1
نسان	نشان	1
نسانگر	نشانگر	1
نسبتنا	نسبتا	1
نسده	نشده	1
نسريه	نشريه	1
نسلم	مسلم	1
نسود	نشود	1
نسورز	نسورز	1
نسيد	سيد	1
نسیت	نسبت	1
نشا ن	نشان	0
نشات	نشاط	1
نشاه‌گوهاست	نشانه‌گوهاست	1
نشتاختن	نشناختن	1
نشته	نشسته	1
نشريح	تشريح	1
نشستمي	نشستیم	3
نشستهابي	نشستهایي	1
نششست	نشست	1
نشناحته	نشناخته	1
نصبكرد	نصب كرد	2
نصرف	تصرف	1
نصويب	تصويب	1
نضريات	نظريات	1
نطام	نظام	1
نطاميان	نظاميان	1
نطر	نظر	1
نطظامي	نظامي	1
نطم	نظم	1
نظارط	نظارت	1
نظريبات	نظريات	1
نظرگرفته	نظر گرفته	2
نظز	نظر	1
نظماي	نظامي	3
نظمي	نظامي	1
نظميان	نظاميان	1
نعداد	تعداد	1
نعريف	تعريف	1
نغایص	نقایص	1
نغيض	نقيض	1
نغيير	تغيير	1
نفته	نهفته	1
نفش	نقش	1
نفلیه	نقلیه	1
نفود	نفوذ	1
نقا	نقاط	1
نقت	نفت	1
نقته	نقطه	1
نقدرا	نقد را	2
نقر	نفر	1
نقريبا	تقريبا	1
نقس	نقش	1
نقسيم	تقسيم	1
نقطعه	نقطه	1
نكميل	تكميل	1
نكنته	نكته	1
نكهداري	نگهداري	1
نكي	نمي	1
نلاش	تلاش	1
نلحق	ناحق	1
نلفن	تلفن	1
نم يدانم	نمي دانم	0
نم يكند	نمي كند	0
نمئنه	نمونه	1
نمابانگر	نمایانگر	1
نمازگزارن	نمازگزاران	1
نماس	تماس	1
نمايدو	نمايد و	2
نمايس	نمايش	1
نمايسگر	نمايشگر	1
نمايشهتايي	نمايشهايي	1
نمایی	نمایش	1
نمباشد	نمی باشد	0
نمجري	مجري	1
نمماينده‌ي	نماينده‌ي	1
نمنا	نما	1
نمني‌توانند	نمي‌توانند	1
نمودارهيي	نمودارهايي	1
نمودنن	نمودن	1
نمودهاند	نموده اند	2
نموه	نموده	1
نموه‌ي	نمونه‌ي	1
نمياد	نماید	3
نميباشد	نمي باشد	2
نميتواند	نمي تواند	2
نميخواهند	نمي خواهند	2
نميدانند	نمي دانند	2
نميدهم	نمي دهم	2
نميدهند	نمي دهند	2
نميرسم	نمي رسم	2
نميرود	نمي رود	2
نميز	تميز	1
نميشود	نمي شود	2
نميشوند	نمي شوند	2
نميكنند	نمي كنند	2
نمينمايد	نمي نمايد	2
نميگرفت	نمي گرفت	2
نمیشنید	نمی شنید	2
نم‌افزارهاي	نرم‌افزارهاي	1
نن	تن	1
ننده	کننده	1
ننک	ننگ	1
نهاال	نهال	1
نهايتن	نهايتا	1
نهبه	نه به	2
نهبگان	نخبگان	1
نهدست	نه دست	2
نهيه	تهيه	1
نهیايي	نهايي	1
نهیه	تهیه	1
نوئع	نوع	1
نواجي	نواحي	1
نوارنام	نوار نام	2
نوان	توان	1
نواند	تواند	1
نوانسته	نتوانسته	1
نواهي	نواحي	1
نوجو	نوجوان	0
نودند	نمودند	1
نوده	توده	1
نوریگيري	نورگيري	1
نوسار	نوساز	1
نوسته	نوشته	1
نوسط	توسط	1
نوشتهش	نوشته اش	0
نوععي	نوعي	1
نوغ	نوع	1
نوليدى	توليدى	1
نويیني	نویني	1
نى‏كنند	نمى‏كنند	1
نيار	نياز	1
نيازاست	نياز است	2
نيازس	نيازش	1
نيازند	نيازمند	1
نياكن	نياكان	1
نيتجه	نتيجه	3
نيجربه	نيجریه	1
نيجیربه	نيجربه	1
نير	نيز	1
نيروههاي	نيروهاي	1
نيزبه	نيز به	2
نيزو هاي	نيروهاي	0
نيستبم	نيستیم	1
نيشست	نيست	1
نيكوو	نيكو	2
نيك‏خواها	نيك‏خواهانه	0
نيوهاي	نيروهاي	1
نپافته	نبافته	1
نپیچیم	نپیچید	1
نپیچیند	نپیچید	1
نچذيرفته	نپذيرفته	1
نژاذها	نژادها	1
نکاه	نگاه	1
نکردد	نگردد	1
نکریست	نگریست	1
نکه	نگه	1
نکهداري	نگهداري	1
نگاستهاي	نگاشتهاي	1
نگامی	نگاهی	1
نگدارنده	نگهدارنده	1
نگرده	نکرده	1
نگرديدده	نگرديده	1
نگریت	نگریست	1
